DDATETIME,AVGT,AVGP,MAXP,MINP,MINT,MAXT,MAXU,MINU,AVGU,WNDSPD
20171010000000,305,10037,10054,10018,281,336,75,49,64,13
20171011000000,301,10040,10057,10014,277,335,86,51,70,14
20171012000000,295,10030,10053,10003,273,329,84,42,65,22
20171013000000,259,10015,10039,9988,230,289,70,51,62,33
20171014000000,235,9985,10010,9967,227,267,71,58,67,35
20171015000000,208,9944,9980,9911,194,233,97,65,89,58
20171016000000,240,10007,10032,9955,209,257,98,88,95,20
20171017000000,239,10053,10071,10032,213,284,98,68,86,33
20171018000000,253,10061,10080,10042,227,288,80,59,71,29
20171019000000,243,10054,10073,10034,232,266,76,61,70,28
20171020000000,233,10053,10073,10030,215,265,76,58,68,27
20171021000000,230,10052,10072,10026,212,257,67,50,60,34
20171022000000,220,10054,10069,10031,194,255,61,45,55,24
20171023000000,229,10082,10099,10053,198,273,58,41,52,20
20171024000000,240,10111,10133,10091,205,283,74,37,58,10
20171025000000,237,10114,10134,10093,212,275,81,46,66,12
20171026000000,240,10092,10117,10064,209,285,86,38,66,19
20171027000000,246,10068,10091,10043,210,288,80,36,56,14
20171028000000,242,10074,10096,10058,215,278,72,38,51,24
20171029000000,237,10107,10125,10081,210,265,58,39,47,29
20171030000000,223,10137,10167,10113,198,254,49,34,44,35
20171031000000,208,10127,10144,10097,176,257,58,34,47,27
20171101000000,222,10099,10128,10071,190,274,75,38,59,16
20171102000000,231,10074,10100,10048,191,286,86,35,64,14
20171103000000,243,10082,10100,10064,209,284,75,28,50,18
20171104000000,238,10116,10132,10096,224,249,76,33,42,30
20171105000000,228,10115,10134,10090,196,260,57,39,48,28
20171106000000,227,10093,10115,10070,194,254,74,44,58,24
20171107000000,222,10092,10110,10075,192,248,94,61,75,24
20171108000000,238,10089,10110,10069,215,265,84,65,75,21
20171109000000,243,10085,10102,10066,219,283,96,56,77,13
20171110000000,256,10075,10097,10054,221,302,87,52,73,15
20171111000000,250,10068,10086,10049,228,280,86,63,78,11
20171112000000,226,10061,10078,10043,217,254,96,66,86,18
20171113000000,220,10058,10078,10045,216,230,98,81,93,8
20171114000000,229,10071,10092,10055,216,249,99,81,91,11
20171115000000,233,10086,10109,10073,227,246,89,72,81,14
20171116000000,235,10078,10096,10055,214,274,92,57,77,17
20171117000000,248,10042,10075,10012,217,298,92,59,81,15
20171118000000,237,10049,10079,10022,222,260,97,63,80,17
20171119000000,183,10105,10124,10079,165,225,94,65,81,27
20171120000000,173,10119,10140,10104,164,187,83,69,76,26
20171121000000,171,10113,10135,10087,147,210,76,59,70,24
20171122000000,179,10098,10116,10077,158,207,79,58,68,29
20171123000000,164,10129,10147,10104,141,200,67,42,53,40
20171124000000,164,10152,10172,10131,153,188,72,48,57,29
20171125000000,165,10145,10163,10124,147,183,72,63,69,23
20171126000000,180,10134,10163,10109,161,217,78,60,73,21
20171127000000,195,10110,10134,10082,168,232,76,57,70,20
20171128000000,221,10100,10121,10078,192,280,88,54,76,11
20171129000000,239,10093,10114,10071,208,282,90,59,78,12
20171130000000,229,10091,10111,10075,210,251,96,73,87,15
20171201000000,210,10114,10133,10097,189,245,77,52,65,28
20171202000000,195,10118,10140,10091,162,241,70,48,62,21
20171203000000,203,10105,10127,10081,170,241,76,53,65,18
20171204000000,196,10111,10135,10085,170,229,80,51,64,22
20171205000000,179,10129,10155,10108,166,204,68,55,63,27
20171206000000,182,10111,10136,10089,152,231,74,41,65,16
20171207000000,185,10107,10122,10085,165,216,83,51,66,13
20171208000000,170,10140,10165,10111,150,198,69,30,45,31
20171209000000,149,10126,10157,10087,112,193,52,29,41,24
20171210000000,169,10108,10136,10087,129,217,77,32,52,14
20171211000000,188,10108,10134,10082,155,232,54,31,39,26
20171212000000,180,10110,10136,10088,162,209,76,35,56,20
20171213000000,186,10101,10124,10085,176,206,76,62,71,15
20171214000000,195,10105,10125,10088,179,222,87,61,73,14
20171215000000,197,10116,10138,10099,182,223,83,64,74,16
20171216000000,145,10164,10187,10123,120,199,77,57,67,42
20171217000000,110,10196,10219,10183,102,126,63,55,59,46
20171218000000,108,10185,10209,10155,74,152,61,38,50,33
20171219000000,121,10186,10206,10160,82,160,49,27,35,29
20171220000000,143,10202,10227,10178,101,182,42,22,28,29
20171221000000,149,10182,10205,10155,113,203,62,18,35,24
20171222000000,166,10137,10174,10109,125,220,75,30,54,13
20171223000000,185,10100,10123,10077,157,222,78,51,70,11
20171224000000,198,10109,10131,10085,160,236,82,34,56,20
20171225000000,179,10122,10149,10104,152,213,42,24,32,30
20171226000000,185,10131,10152,10112,161,241,75,30,59,11
20171227000000,180,10135,10158,10110,150,229,84,38,69,14
20171228000000,185,10132,10151,10110,165,210,79,53,68,15
20171229000000,196,10134,10153,10114,171,257,80,43,68,12
20171230000000,199,10143,10163,10114,162,242,85,49,68,21
20171231000000,177,10148,10173,10112,153,214,61,38,49,28
20180101000000,168,10128,10148,10108,150,193,75,48,65,16
20180102000000,180,10118,10137,10091,155,220,83,54,70,15
20180103000000,202,10111,10127,10086,175,248,80,41,67,15
20180104000000,197,10090,10117,10072,176,234,84,57,74,12
20180105000000,195,10077,10093,10059,172,228,88,67,80,16
20180106000000,160,10071,10091,10048,157,176,98,80,96,11
20180107000000,168,10068,10094,10046,143,189,100,81,91,15
20180108000000,148,10079,10132,10035,90,187,99,76,95,21
20180109000000,76,10158,10189,10128,61,91,95,57,79,26
20180110000000,122,10177,10200,10156,90,150,62,20,34,33
20180111000000,139,10184,10206,10163,116,167,37,18,23,37
20180112000000,124,10194,10221,10169,92,161,33,16,26,29
20180113000000,121,10183,10207,10156,83,169,62,27,51,13
20180114000000,141,10155,10181,10119,97,203,75,27,53,17
20180115000000,153,10115,10143,10081,108,215,87,35,67,13
20180116000000,170,10080,10107,10051,126,223,92,49,71,15
20180117000000,184,10070,10094,10050,139,250,93,38,66,14
20180118000000,191,10088,10112,10069,153,250,86,45,72,14
20180119000000,193,10101,10125,10085,181,209,87,76,84,9
20180120000000,199,10090,10117,10069,182,241,91,58,80,13
20180121000000,187,10080,10104,10058,168,227,91,61,83,15
20180122000000,201,10063,10081,10040,167,253,95,60,81,10
20180123000000,189,10076,10092,10059,169,210,92,66,82,16
20180124000000,180,10077,10095,10056,168,208,86,59,74,25
20180125000000,175,10077,10100,10061,156,216,83,60,76,21
20180126000000,176,10094,10114,10082,165,214,88,62,78,17
20180127000000,151,10099,10122,10076,124,184,79,61,73,18
20180128000000,155,10076,10094,10060,120,179,84,72,78,19
20180129000000,78,10134,10156,10093,62,120,95,69,80,31
20180130000000,66,10135,10165,10106,52,77,92,76,84,24
20180131000000,70,10141,10164,10117,68,77,96,73,95,34
20180201000000,84,10151,10176,10124,42,119,78,43,57,19
20180202000000,97,10171,10196,10141,84,114,69,52,62,27
20180203000000,89,10187,10209,10163,76,104,66,40,48,21
20180204000000,89,10187,10205,10167,79,109,50,35,42,36
20180205000000,84,10194,10223,10164,66,111,48,36,43,24
20180206000000,105,10164,10195,10122,66,155,49,27,35,23
20180207000000,116,10136,10154,10114,96,140,71,27,48,19
20180208000000,132,10114,10143,10084,99,180,70,32,49,18
20180209000000,157,10088,10107,10065,132,193,79,57,71,12
20180210000000,187,10095,10120,10076,157,235,81,55,70,13
20180211000000,162,10150,10176,10106,137,195,69,40,49,24
20180212000000,145,10189,10225,10160,107,197,53,24,41,25
20180213000000,151,10163,10188,10133,115,211,49,31,41,20
20180214000000,171,10113,10147,10081,131,226,60,37,50,17
20180215000000,194,10086,10112,10064,159,250,84,57,73,16
20180216000000,201,10074,10104,10059,162,254,96,54,78,15
20180217000000,178,10089,10112,10063,171,224,95,64,83,20
20180218000000,191,10098,10123,10086,166,227,81,65,75,13
20180219000000,214,10087,10113,10061,184,267,96,63,81,10
20180220000000,217,10067,10088,10049,197,265,96,64,86,16
20180221000000,184,10070,10087,10055,169,207,95,77,88,14
20180222000000,140,10108,10125,10076,121,171,98,82,90,24
20180223000000,142,10124,10143,10106,113,179,93,61,82,16
20180224000000,186,10116,10140,10083,150,230,88,58,75,11
20180225000000,195,10107,10126,10094,180,221,89,73,81,19
20180226000000,179,10121,10143,10099,166,214,79,52,68,18
20180227000000,184,10100,10128,10070,144,239,81,54,71,14
20180228000000,216,10065,10091,10045,184,269,89,60,79,17
20180301000000,217,10048,10065,10032,188,264,97,66,85,15
20180302000000,226,10043,10068,10020,199,282,92,57,77,13
20180303000000,230,10035,10054,10020,208,265,97,71,87,11
20180304000000,237,10032,10055,10021,223,253,97,86,92,15
20180305000000,252,10047,10067,10031,234,295,96,57,84,17
20180306000000,211,10088,10113,10051,186,244,95,58,78,20
20180307000000,202,10092,10118,10063,173,245,80,60,72,18
20180308000000,134,10123,10148,10083,117,213,96,69,85,38
20180309000000,136,10155,10179,10131,95,193,71,29,55,38
20180310000000,160,10144,10165,10126,115,220,88,31,58,14
20180311000000,179,10138,10163,10118,135,238,78,24,58,16
20180312000000,198,10115,10142,10088,158,257,91,43,68,16
20180313000000,208,10092,10115,10069,172,258,90,53,74,17
20180314000000,205,10072,10099,10047,189,225,95,71,84,13
20180315000000,211,10059,10077,10040,197,253,95,61,87,10
20180316000000,221,10072,10096,10050,192,270,97,60,84,16
20180317000000,207,10094,10112,10072,189,231,90,66,81,20
20180318000000,217,10083,10110,10052,189,266,87,63,79,20
20180319000000,226,10044,10083,10009,203,259,95,68,86,15
20180320000000,199,10060,10085,10021,177,230,95,58,74,32
20180321000000,170,10096,10126,10073,128,217,65,35,51,32
20180322000000,188,10092,10116,10073,146,245,63,33,47,21
20180323000000,200,10105,10124,10088,157,258,79,26,53,14
20180324000000,210,10111,10132,10094,182,252,89,37,74,15
20180325000000,221,10116,10142,10098,200,258,72,46,56,16
20180326000000,221,10110,10133,10084,193,268,78,43,66,9
20180327000000,220,10088,10111,10061,197,258,89,53,72,18
20180328000000,222,10072,10090,10049,192,271,95,51,77,13
20180329000000,227,10067,10090,10052,193,275,93,53,75,15
20180330000000,226,10078,10098,10060,197,273,88,51,76,20
20180331000000,242,10081,10102,10055,206,293,79,36,53,19
20180401000000,231,10070,10093,10046,201,282,87,45,70,18
20180402000000,236,10061,10084,10045,206,286,87,49,69,15
20180403000000,238,10060,10085,10046,206,282,85,45,75,18
20180404000000,237,10054,10074,10032,207,281,94,56,78,20
20180405000000,241,10041,10061,10025,210,287,95,54,78,12
20180406000000,210,10077,10125,10034,174,271,93,58,74,27
20180407000000,169,10163,10186,10125,140,195,74,20,42,50
20180408000000,195,10133,10163,10105,155,251,64,28,41,22
20180409000000,215,10101,10130,10073,167,275,82,50,65,17
20180410000000,233,10072,10095,10047,197,281,94,48,76,17
20180411000000,243,10050,10075,10021,213,288,94,61,79,16
20180412000000,248,10037,10056,10013,231,284,92,66,83,12
20180413000000,262,10043,10060,10022,246,297,90,60,80,18
20180414000000,262,10038,10052,10017,239,296,95,63,83,16
20180415000000,202,10066,10112,10036,172,264,97,78,86,35
20180416000000,161,10096,10109,10075,154,190,96,76,94,22
20180417000000,191,10097,10122,10081,149,243,96,61,81,12
20180418000000,221,10082,10104,10064,200,253,91,61,78,14
20180419000000,233,10070,10088,10054,200,283,88,50,71,15
20180420000000,233,10066,10080,10052,216,266,84,56,79,16
20180421000000,246,10057,10075,10036,221,291,89,58,78,16
20180422000000,254,10040,10060,10015,226,302,96,58,81,14
20180423000000,260,10017,10034,9997,235,303,95,57,81,14
20180424000000,254,10025,10041,10009,236,275,98,71,83,13
20180425000000,229,10050,10067,10032,222,249,90,66,75,14
20180426000000,226,10060,10078,10038,215,250,99,73,90,12
20180427000000,243,10076,10092,10063,216,281,98,70,89,12
20180428000000,247,10077,10094,10053,231,275,96,68,80,17
20180429000000,256,10060,10082,10031,231,290,92,64,80,9
20180430000000,262,10055,10073,10040,234,312,97,60,83,12
20180501000000,270,10051,10069,10032,247,305,94,59,82,20
20180502000000,273,10050,10071,10029,246,315,96,60,81,20
20180503000000,270,10065,10078,10039,238,335,95,49,80,21
20180504000000,234,10086,10092,10072,217,261,96,69,83,20
20180505000000,261,10078,10098,10057,235,302,87,61,77,20
20180506000000,269,10041,10081,10009,253,301,98,69,86,32
20180507000000,281,10000,10028,9967,264,300,97,74,85,48
20180508000000,250,10008,10023,9985,229,280,99,79,93,14
20180509000000,246,10051,10068,10022,238,269,99,79,90,23
20180510000000,238,10072,10087,10058,226,253,88,75,80,27
20180511000000,247,10066,10089,10046,225,286,89,65,80,23
20180512000000,266,10049,10066,10024,237,310,92,61,81,15
20180513000000,273,10037,10057,10014,244,310,96,63,84,21
20180514000000,284,10026,10045,10004,264,316,94,66,82,23
20180515000000,283,10019,10031,10006,259,317,93,62,81,17
20180516000000,279,10014,10033,9999,254,318,91,56,77,22
20180517000000,287,10009,10025,9993,261,323,92,57,79,18
20180518000000,293,10003,10021,9984,271,328,93,54,79,20
20180519000000,295,10004,10022,9984,275,337,94,52,80,20
20180520000000,296,10009,10029,9994,273,334,93,47,77,24
20180521000000,297,10022,10039,10004,268,334,92,52,73,20
20180522000000,297,10031,10055,10010,266,337,92,50,72,18
20180523000000,305,10024,10045,9998,273,351,83,49,71,14
20180524000000,298,10018,10038,10002,272,334,92,57,74,16
20180525000000,295,10009,10033,9979,269,330,82,44,72,19
20180526000000,297,10009,10030,9992,257,324,98,56,80,26
20180527000000,299,10018,10034,9997,286,328,90,62,77,20
20180528000000,299,10017,10038,9997,270,343,88,49,72,16
20180529000000,308,10024,10042,9999,278,356,90,41,69,19
20180530000000,308,10025,10038,10002,287,347,87,42,75,25
20180531000000,306,10024,10042,10000,285,345,89,55,76,28
20180601000000,294,10027,10035,10011,282,338,89,52,78,19
20180602000000,287,10032,10050,10003,264,333,85,51,72,22
20180603000000,290,10014,10038,9983,266,331,83,54,72,17
20180604000000,290,10001,10016,9982,277,322,83,58,74,20
20180605000000,268,10000,10009,9984,259,308,98,69,94,13
20180606000000,264,9983,10006,9965,251,271,99,90,97,15
20180607000000,262,9973,9990,9953,244,277,99,89,98,18
20180608000000,269,9936,9972,9913,251,284,99,85,94,18
20180609000000,280,9918,9938,9903,261,306,99,66,85,13
20180610000000,294,9934,9948,9918,258,332,96,48,72,23
20180611000000,301,9953,9968,9930,269,342,91,39,62,12
20180612000000,271,9954,9971,9932,249,294,98,65,87,9
20180613000000,258,9914,9950,9892,247,281,99,91,98,13
20180614000000,257,9914,9925,9901,243,278,97,76,88,19
20180615000000,267,9947,9962,9925,242,290,89,65,75,20
20180616000000,282,9965,9980,9945,255,328,86,43,69,14
20180617000000,290,9951,9970,9930,257,338,77,41,60,19
20180618000000,285,9948,9957,9936,271,307,89,71,82,27
20180619000000,284,9967,9976,9954,270,312,98,76,88,34
20180620000000,292,9980,9995,9967,279,317,94,76,87,34
20180621000000,297,9984,10004,9965,281,321,92,71,82,20
20180622000000,274,9989,10000,9979,250,320,99,71,93,22
20180623000000,266,9994,10005,9982,242,295,99,85,96,12
20180624000000,287,10007,10017,9991,257,327,97,59,82,14
20180625000000,278,10015,10029,10003,256,310,99,70,88,13
20180626000000,286,10032,10042,10019,249,322,98,61,84,12
20180627000000,283,10029,10052,10006,266,322,94,61,82,17
20180628000000,296,10007,10035,9970,268,324,92,63,80,21
20180629000000,297,9970,9988,9946,278,319,89,72,82,33
20180630000000,298,9969,9982,9953,284,319,91,72,84,30
20180701000000,300,9967,9978,9948,281,322,90,70,84,39
20180702000000,283,9962,9976,9949,249,312,99,77,90,20
20180703000000,284,9953,9967,9936,257,300,99,80,91,18
20180704000000,297,9948,9963,9925,275,318,93,70,84,37
20180705000000,288,9951,9962,9934,277,318,95,75,86,24
20180706000000,295,9953,9964,9935,280,322,90,68,83,20
20180707000000,278,9959,9969,9950,258,311,96,71,89,14
20180708000000,287,9970,9980,9957,267,323,95,67,82,13
20180709000000,289,9985,9994,9974,271,318,85,63,77,17
20180710000000,294,9980,10005,9956,262,332,92,57,73,20
20180711000000,293,9948,9982,9918,261,327,89,62,76,15
20180712000000,301,9960,9970,9937,273,342,86,54,74,17
20180713000000,266,9968,9978,9955,257,289,97,75,90,13
20180714000000,269,9968,9985,9955,249,295,98,75,89,15
20180715000000,266,9968,9985,9955,251,290,96,75,86,21
20180716000000,284,9969,9982,9957,256,313,88,59,75,17
20180717000000,304,9953,9969,9928,265,348,90,52,74,17
20180718000000,280,9967,9978,9942,255,311,97,67,84,17
20180719000000,290,9974,9989,9959,273,325,88,61,77,17
20180720000000,288,9966,9985,9946,261,327,95,62,79,15
20180721000000,292,9956,9978,9935,267,329,93,61,79,16
20180722000000,291,9950,9965,9938,268,324,94,63,78,18
20180723000000,289,9944,9963,9932,258,326,97,65,78,19
20180724000000,277,9961,9975,9943,259,306,97,73,90,11
20180725000000,286,9987,9994,9970,268,317,97,68,84,14
20180726000000,280,9994,10011,9976,261,304,97,72,87,10
20180727000000,277,9995,10004,9977,256,307,97,71,87,9
20180728000000,288,9995,10016,9973,263,330,95,63,82,14
20180729000000,294,9986,10010,9971,263,334,94,56,75,13
20180730000000,296,9984,9996,9969,269,328,90,54,76,15
20180731000000,296,9983,9999,9963,274,325,90,59,79,16
20180801000000,296,9974,9990,9950,261,325,93,56,79,18
20180802000000,297,9968,9982,9942,279,320,86,69,80,23
20180803000000,287,9962,9974,9947,267,313,97,71,84,20
20180804000000,298,9974,9992,9958,268,330,94,61,80,18
20180805000000,297,9986,9996,9967,279,331,90,60,81,10
20180806000000,289,9983,10002,9962,275,327,91,62,84,19
20180807000000,280,9975,9994,9953,254,340,96,56,86,11
20180808000000,299,9971,9985,9949,262,339,94,53,73,14
20180809000000,303,9964,9987,9939,278,338,83,51,70,21
20180810000000,277,9945,9965,9928,257,303,98,70,86,15
20180811000000,266,9919,9949,9896,250,278,98,85,92,12
20180812000000,263,9896,9917,9874,255,280,98,84,92,17
20180813000000,287,9892,9903,9874,262,324,92,65,82,14
20180814000000,277,9890,9905,9878,260,308,97,70,87,23
20180815000000,274,9919,9933,9894,259,301,97,70,88,16
20180816000000,271,9929,9936,9916,258,295,98,80,93,13
20180817000000,268,9929,9947,9916,248,291,98,76,91,12
20180818000000,277,9941,9954,9929,252,312,98,71,87,13
20180819000000,276,9953,9964,9938,263,306,92,74,86,15
20180820000000,273,9950,9970,9931,248,310,96,74,88,17
20180821000000,279,9931,9958,9909,248,313,98,74,90,13
20180822000000,275,9928,9945,9901,241,318,97,72,88,16
20180823000000,276,9945,9964,9924,240,312,98,76,91,13
20180824000000,282,9947,9968,9923,248,327,96,72,88,13
20180825000000,303,9929,9954,9907,277,346,94,42,73,16
20180826000000,293,9923,9935,9908,273,316,89,61,71,15
20180827000000,270,9939,9955,9926,248,288,97,72,87,17
20180828000000,252,9951,9959,9938,244,298,98,74,95,14
20180829000000,256,9951,9961,9941,239,280,98,86,96,12
20180830000000,262,9980,9997,9959,246,272,99,92,96,10
20180831000000,268,10019,10032,9996,250,289,98,83,93,13
20180901000000,258,10028,10040,10015,244,278,98,81,96,12
20180902000000,265,10006,10029,9986,240,295,98,70,89,16
20180903000000,276,9996,10013,9980,248,314,94,64,84,15
20180904000000,287,9985,10002,9964,264,325,93,66,86,19
20180905000000,294,9974,9994,9950,272,340,94,61,82,23
20180906000000,283,9983,9996,9960,269,325,90,63,85,14
20180907000000,281,9991,10002,9971,270,329,93,58,89,12
20180908000000,263,10015,10030,9994,246,284,92,67,83,22
20180909000000,272,10040,10057,10024,249,302,90,57,69,23
20180910000000,261,10054,10069,10040,245,296,90,62,81,9
20180911000000,275,10024,10050,10001,236,316,94,42,67,16
20180912000000,281,10008,10019,9990,264,309,75,52,68,20
20180913000000,278,10022,10039,10008,256,307,94,69,79,18
20180914000000,286,10022,10042,9995,254,328,91,61,78,14
20180915000000,304,9967,10016,9927,259,340,92,50,69,21
20180916000000,267,9831,9935,9725,234,331,98,50,81,72
20180917000000,277,9997,10038,9863,248,304,97,71,82,29
20180918000000,282,10068,10121,10038,256,318,97,62,80,21
20180919000000,281,10058,10078,10031,249,322,94,59,81,13
20180920000000,284,10037,10054,10017,263,319,92,66,81,20
20180921000000,287,10043,10058,10022,268,320,85,60,76,16
20180922000000,288,10059,10077,10042,263,329,88,58,80,16
20180923000000,285,10059,10079,10039,265,324,89,62,81,13
20180924000000,272,10039,10061,9990,253,296,97,73,86,9
20180925000000,270,10025,10043,10008,252,306,88,61,77,12
20180926000000,265,10022,10037,10002,247,295,87,69,82,16
20180927000000,265,10024,10039,10007,241,292,97,69,83,9
20180928000000,266,10029,10043,10015,245,293,90,56,71,25
20180929000000,262,10021,10040,9999,227,298,75,50,63,26
20180930000000,269,10032,10050,10017,242,302,64,46,57,20
20181001000000,264,10066,10079,10041,243,303,83,43,65,19
20181002000000,265,10077,10098,10058,242,308,73,38,57,20
20181003000000,260,10081,10099,10060,233,304,85,38,68,15
20181004000000,263,10069,10092,10042,228,295,83,30,51,22
20181005000000,255,10051,10070,10027,222,291,47,27,39,29
20181006000000,255,10062,10078,10043,218,304,51,30,44,14
20181007000000,261,10073,10094,10052,235,308,77,45,66,14
20181008000000,262,10068,10089,10046,239,307,86,52,73,19
20181009000000,257,10063,10079,10042,241,288,89,66,81,12
20181010000000,237,10074,10085,10055,221,279,94,72,86,17
20181011000000,215,10107,10123,10085,208,226,83,68,72,27
20181012000000,223,10117,10134,10099,203,256,74,57,70,19
20181013000000,240,10103,10124,10083,219,275,77,54,69,18
20181014000000,247,10082,10101,10065,234,276,83,65,77,17
20181015000000,253,10071,10085,10050,239,288,87,67,81,14
20181016000000,231,10063,10078,10046,223,252,97,82,91,21
20181017000000,213,10056,10071,10044,204,228,96,78,88,13
20181018000000,212,10074,10166,10057,193,236,97,79,90,20
20181019000000,235,10097,10112,10082,218,270,86,60,79,14
20181020000000,236,10114,10132,10097,227,255,82,67,77,15
20181021000000,245,10101,10127,10077,218,288,92,59,75,15
20181022000000,242,10085,10107,10067,223,286,90,59,81,14
20181023000000,248,10091,10115,10077,231,274,91,63,76,16
20181024000000,245,10094,10114,10078,232,274,82,68,76,14
20181025000000,255,10096,10117,10078,238,294,84,62,77,15
20181026000000,254,10094,10115,10073,227,285,90,68,80,17
20181027000000,249,10109,10135,10092,226,284,81,43,54,25
20181028000000,240,10104,10129,10077,203,277,52,24,37,22
20181029000000,243,10081,10102,10062,193,284,57,19,39,17
20181030000000,241,10078,10093,10061,205,278,45,22,36,21
20181031000000,240,10074,10099,10055,214,272,42,27,34,37
20181101000000,235,10059,10069,10040,221,259,61,24,41,45
20181102000000,204,10081,10106,10062,186,221,87,60,72,25
20181103000000,204,10096,10116,10081,186,228,93,79,85,11
20181104000000,225,10092,10112,10072,206,260,93,70,86,12
20181105000000,244,10093,10114,10070,225,294,87,55,78,14
20181106000000,249,10100,10117,10080,220,299,87,49,74,10
20181107000000,248,10101,10122,10080,225,287,89,57,77,16
20181108000000,244,10096,10116,10077,229,268,89,67,79,22
20181109000000,232,10095,10116,10077,203,280,76,55,67,22
20181110000000,236,10105,10128,10092,226,255,84,67,78,12
20181111000000,241,10099,10120,10077,210,282,91,59,77,11
20181112000000,250,10070,10097,10046,221,289,86,55,75,10
20181113000000,233,10067,10087,10046,211,272,79,60,72,20
20181114000000,235,10080,10099,10059,219,274,82,57,75,17
20181115000000,233,10083,10101,10063,220,259,82,68,77,17
20181116000000,237,10078,10093,10059,223,264,88,72,83,16
20181117000000,234,10083,10101,10070,225,248,92,79,86,17
20181118000000,240,10086,10108,10069,221,276,87,67,81,12
20181119000000,230,10102,10125,10087,200,262,89,55,70,21
20181120000000,224,10099,10120,10075,203,255,83,66,76,20
20181121000000,238,10088,10105,10063,218,286,87,64,79,14
20181122000000,194,10130,10146,10096,172,231,84,51,64,31
20181123000000,199,10128,10155,10099,171,237,73,50,60,18
20181124000000,207,10122,10141,10104,183,235,84,61,73,14
20181125000000,185,10115,10131,10095,164,209,97,61,83,10
20181126000000,181,10115,10135,10100,162,210,98,73,90,13
20181127000000,194,10117,10135,10104,184,215,92,66,80,10
